north_american_product_classification_system_napcs,principal_trading_partners,geo,year_month,import,export
Metal and non-metallic mineral products [C14],Singapore,Yukon,2019,0,0
Metal and non-metallic mineral products [C14],Singapore,Yukon,2020,0,0
Metal and non-metallic mineral products [C14],South Korea,Alberta,2017,21649,37951
Metal and non-metallic mineral products [C14],South Korea,Alberta,2018,24043,54202
Metal and non-metallic mineral products [C14],South Korea,Alberta,2019,20247,72459
Metal and non-metallic mineral products [C14],South Korea,Alberta,2020,11766,59219
Metal and non-metallic mineral products [C14],South Korea,British Columbia,2017,298744,328479
Metal and non-metallic mineral products [C14],South Korea,British Columbia,2018,447229,188479
Metal and non-metallic mineral products [C14],South Korea,British Columbia,2019,362634,93089
Metal and non-metallic mineral products [C14],South Korea,British Columbia,2020,319687,59036
Metal and non-metallic mineral products [C14],South Korea,Canada,2017,918046,502775
Metal and non-metallic mineral products [C14],South Korea,Canada,2018,1041894,521669
Metal and non-metallic mineral products [C14],South Korea,Canada,2019,863100,512300
Metal and non-metallic mineral products [C14],South Korea,Canada,2020,887536,377247
Metal and non-metallic mineral products [C14],South Korea,Manitoba,2017,4846,24229
Metal and non-metallic mineral products [C14],South Korea,Manitoba,2018,5083,4791
Metal and non-metallic mineral products [C14],South Korea,Manitoba,2019,4328,4715
Metal and non-metallic mineral products [C14],South Korea,Manitoba,2020,2708,5599
Metal and non-metallic mineral products [C14],South Korea,New Brunswick,2017,982,0
Metal and non-metallic mineral products [C14],South Korea,New Brunswick,2018,1164,17
Metal and non-metallic mineral products [C14],South Korea,New Brunswick,2019,1459,102
Metal and non-metallic mineral products [C14],South Korea,New Brunswick,2020,3225,21
Metal and non-metallic mineral products [C14],South Korea,Newfoundland and Labrador,2017,40,1
Metal and non-metallic mineral products [C14],South Korea,Newfoundland and Labrador,2018,251,2597
Metal and non-metallic mineral products [C14],South Korea,Newfoundland and Labrador,2019,122,3068
Metal and non-metallic mineral products [C14],South Korea,Newfoundland and Labrador,2020,559,9764
Metal and non-metallic mineral products [C14],South Korea,Northwest Territories,2017,0,0
Metal and non-metallic mineral products [C14],South Korea,Northwest Territories,2018,0,0
Metal and non-metallic mineral products [C14],South Korea,Northwest Territories,2019,0,0
Metal and non-metallic mineral products [C14],South Korea,Northwest Territories,2020,0,0
Metal and non-metallic mineral products [C14],South Korea,Nova Scotia,2017,890,669
Metal and non-metallic mineral products [C14],South Korea,Nova Scotia,2018,4271,1600
Metal and non-metallic mineral products [C14],South Korea,Nova Scotia,2019,3410,955
Metal and non-metallic mineral products [C14],South Korea,Nova Scotia,2020,1553,1454
Metal and non-metallic mineral products [C14],South Korea,Nunavut,2017,0,0
Metal and non-metallic mineral products [C14],South Korea,Nunavut,2018,0,0
Metal and non-metallic mineral products [C14],South Korea,Nunavut,2019,0,0
Metal and non-metallic mineral products [C14],South Korea,Nunavut,2020,0,0
Metal and non-metallic mineral products [C14],South Korea,Ontario,2017,249841,58152
Metal and non-metallic mineral products [C14],South Korea,Ontario,2018,343410,198249
Metal and non-metallic mineral products [C14],South Korea,Ontario,2019,282098,235899
Metal and non-metallic mineral products [C14],South Korea,Ontario,2020,263061,97095
Metal and non-metallic mineral products [C14],South Korea,Prince Edward Island,2017,0,121
Metal and non-metallic mineral products [C14],South Korea,Prince Edward Island,2018,14,0
Metal and non-metallic mineral products [C14],South Korea,Prince Edward Island,2019,0,0
Metal and non-metallic mineral products [C14],South Korea,Prince Edward Island,2020,1,27
Metal and non-metallic mineral products [C14],South Korea,Quebec,2017,331645,53168
Metal and non-metallic mineral products [C14],South Korea,Quebec,2018,208434,71731
Metal and non-metallic mineral products [C14],South Korea,Quebec,2019,182531,102010
Metal and non-metallic mineral products [C14],South Korea,Quebec,2020,278990,145001
Metal and non-metallic mineral products [C14],South Korea,Saskatchewan,2017,9411,7
Metal and non-metallic mineral products [C14],South Korea,Saskatchewan,2018,7996,0
Metal and non-metallic mineral products [C14],South Korea,Saskatchewan,2019,6271,0
Metal and non-metallic mineral products [C14],South Korea,Saskatchewan,2020,5989,35
Metal and non-metallic mineral products [C14],South Korea,Yukon,2017,0,0
Metal and non-metallic mineral products [C14],South Korea,Yukon,2018,0,0
Metal and non-metallic mineral products [C14],South Korea,Yukon,2019,4,0
Metal and non-metallic mineral products [C14],South Korea,Yukon,2020,0,0
Metal and non-metallic mineral products [C14],Spain,Alberta,2017,25027,34716
Metal and non-metallic mineral products [C14],Spain,Alberta,2018,19979,50298
Metal and non-metallic mineral products [C14],Spain,Alberta,2019,19814,34934
Metal and non-metallic mineral products [C14],Spain,Alberta,2020,17335,25265
Metal and non-metallic mineral products [C14],Spain,British Columbia,2017,18407,241
Metal and non-metallic mineral products [C14],Spain,British Columbia,2018,16372,700
Metal and non-metallic mineral products [C14],Spain,British Columbia,2019,18911,512
Metal and non-metallic mineral products [C14],Spain,British Columbia,2020,20888,788
Metal and non-metallic mineral products [C14],Spain,Canada,2017,266974,96830
Metal and non-metallic mineral products [C14],Spain,Canada,2018,299504,143272
Metal and non-metallic mineral products [C14],Spain,Canada,2019,298666,110693
Metal and non-metallic mineral products [C14],Spain,Canada,2020,279637,73166
Metal and non-metallic mineral products [C14],Spain,Manitoba,2017,2837,4259
Metal and non-metallic mineral products [C14],Spain,Manitoba,2018,3648,100
Metal and non-metallic mineral products [C14],Spain,Manitoba,2019,3182,173
Metal and non-metallic mineral products [C14],Spain,Manitoba,2020,7718,69
Metal and non-metallic mineral products [C14],Spain,New Brunswick,2017,148,0
Metal and non-metallic mineral products [C14],Spain,New Brunswick,2018,453,0
Metal and non-metallic mineral products [C14],Spain,New Brunswick,2019,109,0
Metal and non-metallic mineral products [C14],Spain,New Brunswick,2020,152,0
Metal and non-metallic mineral products [C14],Spain,Newfoundland and Labrador,2017,670,21512
Metal and non-metallic mineral products [C14],Spain,Newfoundland and Labrador,2018,23598,46152
Metal and non-metallic mineral products [C14],Spain,Newfoundland and Labrador,2019,261,25289
Metal and non-metallic mineral products [C14],Spain,Newfoundland and Labrador,2020,6987,12922
Metal and non-metallic mineral products [C14],Spain,Northwest Territories,2017,0,0
Metal and non-metallic mineral products [C14],Spain,Northwest Territories,2018,0,0
Metal and non-metallic mineral products [C14],Spain,Northwest Territories,2019,0,0
Metal and non-metallic mineral products [C14],Spain,Northwest Territories,2020,0,0
Metal and non-metallic mineral products [C14],Spain,Nova Scotia,2017,2069,1357
Metal and non-metallic mineral products [C14],Spain,Nova Scotia,2018,2476,254
Metal and non-metallic mineral products [C14],Spain,Nova Scotia,2019,2700,282
Metal and non-metallic mineral products [C14],Spain,Nova Scotia,2020,4092,682
Metal and non-metallic mineral products [C14],Spain,Nunavut,2017,0,0
Metal and non-metallic mineral products [C14],Spain,Nunavut,2018,0,0
Metal and non-metallic mineral products [C14],Spain,Nunavut,2019,0,0
Metal and non-metallic mineral products [C14],Spain,Nunavut,2020,0,0
Metal and non-metallic mineral products [C14],Spain,Ontario,2017,107493,5455
Metal and non-metallic mineral products [C14],Spain,Ontario,2018,108714,5624
Metal and non-metallic mineral products [C14],Spain,Ontario,2019,125179,3222
Metal and non-metallic mineral products [C14],Spain,Ontario,2020,106184,2951
Metal and non-metallic mineral products [C14],Spain,Prince Edward Island,2017,0,0
Metal and non-metallic mineral products [C14],Spain,Prince Edward Island,2018,15,677
Metal and non-metallic mineral products [C14],Spain,Prince Edward Island,2019,0,12
Metal and non-metallic mineral products [C14],Spain,Prince Edward Island,2020,0,0
Metal and non-metallic mineral products [C14],Spain,Quebec,2017,107590,29281
Metal and non-metallic mineral products [C14],Spain,Quebec,2018,122573,39461
Metal and non-metallic mineral products [C14],Spain,Quebec,2019,125018,46259
Metal and non-metallic mineral products [C14],Spain,Quebec,2020,114739,30435
Metal and non-metallic mineral products [C14],Spain,Saskatchewan,2017,2654,10
Metal and non-metallic mineral products [C14],Spain,Saskatchewan,2018,1673,8
Metal and non-metallic mineral products [C14],Spain,Saskatchewan,2019,3492,11
Metal and non-metallic mineral products [C14],Spain,Saskatchewan,2020,1537,50
Metal and non-metallic mineral products [C14],Spain,Yukon,2017,73,0
Metal and non-metallic mineral products [C14],Spain,Yukon,2018,0,0
Metal and non-metallic mineral products [C14],Spain,Yukon,2019,0,0
Metal and non-metallic mineral products [C14],Spain,Yukon,2020,1,0
Metal and non-metallic mineral products [C14],Switzerland,Alberta,2017,3886,1066
Metal and non-metallic mineral products [C14],Switzerland,Alberta,2018,2662,199
Metal and non-metallic mineral products [C14],Switzerland,Alberta,2019,3778,201
Metal and non-metallic mineral products [C14],Switzerland,Alberta,2020,9540,205
Metal and non-metallic mineral products [C14],Switzerland,British Columbia,2017,6598,56
Metal and non-metallic mineral products [C14],Switzerland,British Columbia,2018,6306,144
Metal and non-metallic mineral products [C14],Switzerland,British Columbia,2019,8913,46161
Metal and non-metallic mineral products [C14],Switzerland,British Columbia,2020,12199,268840
Metal and non-metallic mineral products [C14],Switzerland,Canada,2017,119425,586902
Metal and non-metallic mineral products [C14],Switzerland,Canada,2018,110975,294057
Metal and non-metallic mineral products [C14],Switzerland,Canada,2019,118673,675465
Metal and non-metallic mineral products [C14],Switzerland,Canada,2020,447168,1136451
Metal and non-metallic mineral products [C14],Switzerland,Manitoba,2017,846,11
Metal and non-metallic mineral products [C14],Switzerland,Manitoba,2018,2809,1586
Metal and non-metallic mineral products [C14],Switzerland,Manitoba,2019,1085,150
Metal and non-metallic mineral products [C14],Switzerland,Manitoba,2020,1249,2
Metal and non-metallic mineral products [C14],Switzerland,New Brunswick,2017,66,0
Metal and non-metallic mineral products [C14],Switzerland,New Brunswick,2018,5,0
Metal and non-metallic mineral products [C14],Switzerland,New Brunswick,2019,5,0
Metal and non-metallic mineral products [C14],Switzerland,New Brunswick,2020,69,2
Metal and non-metallic mineral products [C14],Switzerland,Newfoundland and Labrador,2017,17,0
Metal and non-metallic mineral products [C14],Switzerland,Newfoundland and Labrador,2018,4,0
Metal and non-metallic mineral products [C14],Switzerland,Newfoundland and Labrador,2019,17,0
Metal and non-metallic mineral products [C14],Switzerland,Newfoundland and Labrador,2020,1,21714
Metal and non-metallic mineral products [C14],Switzerland,Northwest Territories,2017,0,0
Metal and non-metallic mineral products [C14],Switzerland,Northwest Territories,2018,0,0
Metal and non-metallic mineral products [C14],Switzerland,Northwest Territories,2019,0,0
Metal and non-metallic mineral products [C14],Switzerland,Northwest Territories,2020,0,0
Metal and non-metallic mineral products [C14],Switzerland,Nova Scotia,2017,21,0
Metal and non-metallic mineral products [C14],Switzerland,Nova Scotia,2018,2327,0
Metal and non-metallic mineral products [C14],Switzerland,Nova Scotia,2019,307,0
Metal and non-metallic mineral products [C14],Switzerland,Nova Scotia,2020,134,3
Metal and non-metallic mineral products [C14],Switzerland,Nunavut,2017,0,319502
Metal and non-metallic mineral products [C14],Switzerland,Nunavut,2018,0,177880
Metal and non-metallic mineral products [C14],Switzerland,Nunavut,2019,0,514476
Metal and non-metallic mineral products [C14],Switzerland,Nunavut,2020,0,539657
Metal and non-metallic mineral products [C14],Switzerland,Ontario,2017,82126,261646
Metal and non-metallic mineral products [C14],Switzerland,Ontario,2018,73702,97172
Metal and non-metallic mineral products [C14],Switzerland,Ontario,2019,73889,17658
Metal and non-metallic mineral products [C14],Switzerland,Ontario,2020,288343,184441
Metal and non-metallic mineral products [C14],Switzerland,Prince Edward Island,2017,0,15
Metal and non-metallic mineral products [C14],Switzerland,Prince Edward Island,2018,0,0
Metal and non-metallic mineral products [C14],Switzerland,Prince Edward Island,2019,0,0
Metal and non-metallic mineral products [C14],Switzerland,Prince Edward Island,2020,0,0
Metal and non-metallic mineral products [C14],Switzerland,Quebec,2017,24693,4606
Metal and non-metallic mineral products [C14],Switzerland,Quebec,2018,22553,17059
Metal and non-metallic mineral products [C14],Switzerland,Quebec,2019,30213,96820
Metal and non-metallic mineral products [C14],Switzerland,Quebec,2020,133934,121588
Metal and non-metallic mineral products [C14],Switzerland,Saskatchewan,2017,1179,0
Metal and non-metallic mineral products [C14],Switzerland,Saskatchewan,2018,604,14
Metal and non-metallic mineral products [C14],Switzerland,Saskatchewan,2019,465,0
Metal and non-metallic mineral products [C14],Switzerland,Saskatchewan,2020,1695,0
Metal and non-metallic mineral products [C14],Switzerland,Yukon,2017,0,0
Metal and non-metallic mineral products [C14],Switzerland,Yukon,2018,0,0
Metal and non-metallic mineral products [C14],Switzerland,Yukon,2019,0,0
