geo,products_and_product_groups,vector,value_2016,value_2017,value_2018,value_2019,pct_change_2016,pct_change_2017,pct_change_2018,pct_change_2019,first_dif_2016,first_dif_2017,first_dif_2018,first_dif_2019
"Thunder Bay, Ontario",Shelter,v41695193,118.6,119.2,120.1,121.8,2.41796200345424,0.505902192242843,0.755033557046986,1.41548709408825,2.8,0.600000000000009,0.899999999999992,1.7
"Toronto, Ontario",All-items,v41695186,131,133.7,137.1,139.9,2.10444271239282,2.06106870229006,2.54300673148842,2.04230488694384,2.69999999999999,2.69999999999999,3.40000000000001,2.80000000000001
"Toronto, Ontario",Shelter,v41695187,139.8,143.2,145.7,149.9,3.32594235033258,2.43204577968525,1.74581005586592,2.88263555250516,4.5,3.39999999999998,2.5,4.20000000000002
"Vancouver, British Columbia",All-items,v41695228,124.6,127.3,131,134.1,2.21493027071369,2.16693418940611,2.90652003142185,2.36641221374046,2.69999999999999,2.7,3.7,3.09999999999999
"Vancouver, British Columbia",Shelter,v41695229,120.1,123.7,128.6,131.6,1.77966101694915,2.99750208159868,3.96119644300728,2.33281493001556,2.09999999999999,3.60000000000001,4.89999999999999,3
"Victoria, British Columbia",All-items,v41695234,120.7,123,125.9,129,1.77065767284992,1.90555095277547,2.35772357723579,2.46227164416204,2.10000000000001,2.3,2.90000000000001,3.09999999999999
"Victoria, British Columbia",Shelter,v41695235,111.1,113.7,116.6,120.1,0.90826521344232,2.34023402340236,2.55057167985927,3.00171526586621,1,2.60000000000001,2.89999999999999,3.5
"Whitehorse, Yukon","Alcoholic beverages, tobacco products and recreational cannabis",v41694993,155.9,160.8,171,175.5,2.43101182654404,3.14304041051956,6.34328358208956,2.63157894736843,3.70000000000002,4.90000000000001,10.2,4.5
"Whitehorse, Yukon",All-items,v41694896,125.4,127.5,130.6,133.2,1.04754230459308,1.67464114832536,2.4313725490196,1.99081163859111,1.30000000000001,2.09999999999999,3.09999999999999,2.59999999999999
"Whitehorse, Yukon",Clothing and footwear,v41694949,100.3,99.7,100.7,99,2.76639344262296,-0.598205383848452,1.00300902708123,-1.68818272095332,2.7,-0.599999999999994,1,-1.7
"Whitehorse, Yukon",Food,v41694897,133.3,132.5,131.5,134.1,0.755857898715036,-0.60015003750938,-0.754716981132077,1.97718631178707,1,-0.800000000000011,-1,2.59999999999999
"Whitehorse, Yukon",Goods,v41695004,115.3,116.8,119.8,121.4,0.698689956331862,1.30095403295752,2.56849315068493,1.33555926544243,0.799999999999997,1.5,3,1.60000000000001
"Whitehorse, Yukon",Health and personal care,v41694973,123.3,125.9,127.6,127.9,1.73267326732673,2.10867802108679,1.35027799841143,0.235109717868355,2.09999999999999,2.60000000000001,1.69999999999999,0.300000000000011
"Whitehorse, Yukon","Household operations, furnishings and equipment",v41694934,108.7,108.3,107.8,108.6,1.96998123827392,-0.367985280588783,-0.461680517082172,0.7421150278293,2.10000000000001,-0.400000000000006,-0.5,0.799999999999997
"Whitehorse, Yukon","Recreation, education and reading",v41694983,97.3,100.3,101.2,101.7,0.516528925619838,3.08324768756422,0.897308075772685,0.494071146245062,0.5,3,0.900000000000006,0.5
"Whitehorse, Yukon",Services,v41695008,137,139.8,143.1,146.8,1.33136094674558,2.04379562043798,2.36051502145922,2.58560447239692,1.80000000000001,2.80000000000001,3.29999999999998,3.70000000000002
"Whitehorse, Yukon",Shelter,v41694929,144.3,147.9,154,160.7,0.417536534446782,2.4948024948025,4.12440838404326,4.35064935064935,0.600000000000023,3.59999999999999,6.09999999999999,6.69999999999999
"Whitehorse, Yukon",Transportation,v41694957,126.6,130.8,138.2,141.2,0.876494023904371,3.31753554502372,5.65749235474004,2.17076700434153,1.09999999999999,4.20000000000002,7.39999999999998,3
"Winnipeg, Manitoba",All-items,v41695198,128.1,130.2,133.3,136.4,1.18483412322274,1.63934426229508,2.38095238095239,2.32558139534885,1.5,2.09999999999999,3.10000000000002,3.09999999999999
"Winnipeg, Manitoba",Shelter,v41695199,139.1,142.8,146.7,151.5,1.97947214076247,2.65995686556435,2.73109243697478,3.27198364008181,2.69999999999999,3.70000000000002,3.89999999999998,4.80000000000001
"Yellowknife, Northwest Territories","Alcoholic beverages, tobacco products and recreational cannabis",v41695117,167.3,173.7,178,181.2,0.904704463208688,3.82546323968917,2.475532527346,1.79775280898875,1.5,6.39999999999998,4.30000000000001,3.19999999999999
"Yellowknife, Northwest Territories",All-items,v41695020,131.9,133.5,136.6,138.8,1.15030674846625,1.21304018195603,2.32209737827715,1.61054172767206,1.5,1.59999999999999,3.09999999999999,2.20000000000002
"Yellowknife, Northwest Territories",Clothing and footwear,v41695073,103.4,107.2,107.4,108.5,2.68123138033765,3.67504835589942,0.18656716417911,1.02420856610802,2.7,3.8,0.200000000000003,1.09999999999999
"Yellowknife, Northwest Territories",Food,v41695021,142.6,142.6,142.5,146.1,2.8860028860029,0,-0.0701262272089736,2.52631578947369,4,0,-0.0999999999999943,3.59999999999999
"Yellowknife, Northwest Territories",Goods,v41695128,124.7,126.7,128.9,130.2,1.13544201135443,1.60384923817161,1.73638516179952,1.00853374709075,1.40000000000001,2,2.2,1.29999999999998
"Yellowknife, Northwest Territories",Health and personal care,v41695097,120.5,122.2,124.3,126.3,0.333055786844312,1.41078838174273,1.71849427168576,1.60901045856798,0.400000000000006,1.7,2.09999999999999,2
"Yellowknife, Northwest Territories","Household operations, furnishings and equipment",v41695058,115.7,115,113.6,114.1,1.22484689413824,-0.605012964563528,-1.21739130434783,0.440140845070431,1.40000000000001,-0.700000000000003,-1.40000000000001,0.5
"Yellowknife, Northwest Territories","Recreation, education and reading",v41695107,104,106.1,107.8,108.7,0.289296046287362,2.01923076923076,1.60226201696514,0.834879406307977,0.299999999999997,2.09999999999999,1.7,0.900000000000006
"Yellowknife, Northwest Territories",Services,v41695132,138.9,140.1,144.2,147.4,1.16533139111435,0.863930885529143,2.92648108493931,2.21914008321778,1.59999999999999,1.19999999999999,4.09999999999999,3.20000000000002
"Yellowknife, Northwest Territories",Shelter,v41695053,149.7,150.9,157,159.9,-0.266489007328445,0.801603206412821,4.04241219350563,1.8471337579618,-0.400000000000006,1.20000000000002,6.09999999999999,2.90000000000001
"Yellowknife, Northwest Territories",Transportation,v41695081,126.4,129.7,135.8,138.7,2.43111831442464,2.61075949367087,4.70316114109485,2.13549337260676,3,3.29999999999998,6.10000000000002,2.89999999999998
